airfoil_name,source,au0,au1,au2,au3,au4,au5,al0,al1,al2,al3,al4,al5
nlf_airfoil_55477,nlf,0.12196138564658372,0.18062871831368627,0.08475913150386974,0.21213581575765855,0.10469835249002074,0.24087523629686405,-0.05291010664623883,0.05978377682406324,-0.04032717066417264,0.06359792443854678,-0.0014710046675900546,0.03295470336579471
nlf_airfoil_96381,nlf,0.18225260170724447,0.4056669010338205,0.2035642454216863,0.722011923019644,0.16224823754031342,0.27128198180405866,-0.10812235352931722,-0.11035373202461407,-0.14901717737736989,-0.10566467881884703,-0.20553536130978795,0.020721068979210618
ft_airfoil_16446,ft,0.2872945446329036,0.42928765603512464,0.336228707720136,0.4489052845330586,0.3393138642141799,0.30494500660593493,-0.21599738294182663,-0.06378036159110428,-0.1777682590401926,-0.08897226629159029,-0.12841744063919436,-0.08950239172412115
ft_airfoil_45654,ft,0.2832244206765037,0.41826834095411636,0.3118185064683925,0.46034836069600055,0.29638966928382776,0.3440216380182551,-0.23687304707364817,-0.13024663745344023,-0.2008949976808789,-0.16720262112669312,-0.18425317520608275,-0.11013863994893036
nlf_airfoil_70094,nlf,0.1629409897911974,0.3172035249826695,0.12566795324558983,0.4990602633552953,0.19805128377011458,0.4020740663716503,-0.06594003932053526,0.07025568984323889,-0.05395103657546158,0.16079981750870212,0.0272302925739331,0.2794296913744191
nlf_airfoil_29251,nlf,0.12949346765660782,0.21151730171146205,0.1635012681983667,0.2805206769115595,0.18708083385402002,0.21954832486054437,-0.08181309322251082,0.013742371566106226,-0.06253858748885355,0.05492634776635284,-0.00512212170055097,0.13182963320319777
nlf_airfoil_82789,nlf,0.13281724056611247,0.17349638600683276,0.16035566710080934,0.2037517249806052,0.11271541020425055,0.14997562043903354,-0.10896545105861884,-0.06643541840178999,-0.12844857681982247,-0.1007334348267989,-0.08804493273499168,-0.07254956749508533
ft_airfoil_24515,ft,0.13744672732077262,0.2677290336292154,0.15032255421887622,0.24911613901618454,0.2141371527962514,0.2115466549968728,-0.072789657285455,0.015674227577601615,-0.06861216886455847,0.02726460960788656,0.009549791048970703,0.07857019657233372
ft_airfoil_4445,ft,0.19599766514376343,0.4476234526508046,0.1832475039864647,0.4849505594902165,0.24365775551837934,0.3411986569625971,-0.09418177218489682,0.09470264065473537,-0.06178754462314665,0.12203541201896077,0.04554532706902012,0.12286370128121864
ft_airfoil_50313,ft,0.2697156107044264,0.31996228981955427,0.28423813539079934,0.3803434756697363,0.21684445409815647,0.24481887607270397,-0.24149784801371438,-0.2138856361568019,-0.23993154260892768,-0.25145060236583583,-0.20247067294230395,-0.17644470017199626
nlf_airfoil_79706,nlf,0.21219575388886325,0.292838546854752,0.20491509550612633,0.425359551396278,0.28988430756398614,0.44211438159344946,-0.13126978245095694,-0.18898386550799862,-0.09114200677924555,-0.29865574574093534,-0.1548048482418057,0.1607377615241898
nlf_airfoil_40763,nlf,0.239250844113326,0.3395305038646864,0.38885699810378194,0.2356490227342881,0.23545963207520915,0.1819833601288876,-0.15203132665748476,-0.03782233666774684,-0.3011680818226202,-0.0014441730581763283,-0.13740483737822234,0.011770814291405375
nlf_airfoil_73230,nlf,0.10135436499564052,0.12037224943220376,0.0916894828034715,0.18272739922028575,0.13467304260038016,0.1597187632745018,-0.11113619612347068,-0.16075987038615258,-0.11983085607410492,-0.22074016882921055,-0.17480025582143302,-0.1765736112724769
ft_airfoil_35518,ft,0.2693362145076937,0.3447289375162288,0.28145800277945465,0.40201220084164535,0.2622276705331408,0.324946042540629,-0.20079853954730764,-0.18155701787792644,-0.17741824420016222,-0.23456545349547292,-0.12736028928637452,-0.023249143958555037
nlf_airfoil_41051,nlf,0.1641193259988315,0.2471314917058124,0.20426415542151774,0.3027905069943003,0.21912670909777987,0.2195628412007576,-0.1331917683857676,-0.05085555479324329,-0.08229038071609074,0.01118827503041058,-0.009199603439544658,0.08068891719573171
nlf_airfoil_9985,nlf,0.13415882140080407,0.1995640924370954,0.10767577074967706,0.24175961096022944,0.1546081223137261,0.2549832737126397,-0.1077501428080539,-0.12599552691600174,-0.07586934258721664,-0.14049056169390295,-0.05928292258785687,0.044341820809346386
nlf_airfoil_24661,nlf,0.23624529810587616,0.37806663213075653,0.24809178991274217,0.3765866647496525,0.16374264703727448,0.4407691335970637,-0.1738834422748489,-0.09302853791151258,-0.09521422783189168,-0.08119865786163469,0.014394734769216289,-0.06674652787171793
ft_airfoil_36470,ft,0.2519034579634488,0.2348684323074292,0.26737015435136957,0.23327874187082817,0.20991756459459207,0.1950897095972474,-0.22796535383393432,-0.22061407164359803,-0.2120092737662625,-0.21526139911475095,-0.15696474214368075,-0.1446241527466861
nlf_airfoil_65727,nlf,0.24960034068387246,0.3778378087077341,0.1955852848554551,0.2660149652004477,0.19031363373148436,0.24168931042200315,-0.15392929069625175,0.0029940573776474078,-0.30341505478744946,0.036548142527436926,-0.42310456781341726,-0.24142223551191114
ft_airfoil_25674,ft,0.25104877609182447,0.4337967545902608,0.2788602856732165,0.4593018336800493,0.29804999632789886,0.38095009561129317,-0.1973716620419504,-0.15732954457455667,-0.15265032633119463,-0.0833987366812882,-0.0959607869523965,-0.00934694588644033
nlf_airfoil_30382,nlf,0.20306499183677174,0.3734781314732093,0.36577663951906325,0.3263250005381501,0.07716765141676699,0.3668879804828269,-0.10920613230204732,-0.27759244941084177,-0.13238101839025862,-0.409096056474382,0.029115789327849563,0.0769503830338678
nlf_airfoil_2344,nlf,0.08240185714220133,0.09195600832463474,0.1195830780127753,0.10332426941663311,0.24477449654614558,0.2527125120887744,-0.09593447932946385,-0.06225298911138982,-0.12722690814252322,-0.1011235099572249,-0.20997746790599506,-0.2539751046967589
nlf_airfoil_17201,nlf,0.23609509505980916,0.4149088832394211,0.199919468537519,0.4099182518853209,0.2462442737533586,0.3822383771227272,-0.20758634014009997,0.11226293114850527,-0.13152772757871273,0.08025121230076696,-0.06811197742777539,-0.06360015125705494
ft_airfoil_712,ft,0.2833488993490582,0.4578170876815446,0.20414257350932108,0.481410364839229,0.17930530989337046,0.3953508396742173,-0.18818586422073474,-0.02999918408869609,-0.12861110219600708,-0.0014753679519359554,-0.020234063367119665,0.002273926613335789
ft_airfoil_20017,ft,0.14080262601155064,0.20980404554796095,0.12365474698606095,0.2528922602725351,0.14064773382933302,0.20036551620833357,-0.08885084896528303,-0.0010590886219843283,-0.05149146099444722,0.0212643955225036,-0.026018602578249374,0.06793867055507549
nlf_airfoil_15139,nlf,0.217694336138951,0.3683580304835282,0.3113363649950919,0.2606945058352246,0.14974316562270554,0.291610541951657,-0.11886141769291138,0.0001738317825250163,-0.0897380040300797,0.05509949676522748,-0.04636892916352789,0.06286063638511129
nlf_airfoil_46682,nlf,0.1201640789375982,0.1954842756129112,0.0350146233926457,0.3211945782296173,0.033082960843146096,0.38068134380040614,-0.10224947848815763,-0.0443813206637734,-0.03380498728279102,-0.06496624508655913,-0.029001145319919427,-0.19386700231816348
nlf_airfoil_87084,nlf,0.22552385301074512,0.3212352242152543,0.16511856473274691,0.35247601593679717,0.16692909714490087,0.39013747902405,-0.15997930964263968,-0.07643706678309466,-0.06581069836103359,0.06707756655837963,0.0012743935420095939,0.18958962904200682
ft_airfoil_30197,ft,0.1462150820040096,0.2897126612879146,0.12445836246675898,0.30292087601170703,0.21930912603661565,0.20391255895045504,-0.06453497316837133,0.06961282545425851,-0.049887570676274674,0.04713828348592873,0.033268118449644224,0.10569295649160834
nlf_airfoil_51546,nlf,0.1505153532977566,0.19022068644060985,0.14989352324556743,0.15129114627681697,0.1341912673816576,0.06495981862439104,-0.08849192717437718,-0.04362914072605843,-0.03532066932311371,0.006070553511395661,-0.05981776244339578,0.0336052483262705
nlf_airfoil_98474,nlf,0.11011181196606863,0.17934262598272327,-0.01402812358515694,0.2063041941177549,-0.0003864926873030708,0.1277853396959254,-0.08952816909360017,-0.05886144906730295,-0.04649507853197836,-0.07801454480749592,-0.03511158112689674,-0.02873781008857772
nlf_airfoil_54013,nlf,0.13686837455233647,0.010101637341446201,0.13058759443557993,-0.0018167515746320036,0.1257836663796924,0.07198288128384199,-0.11544638890409382,-0.021551824636787398,-0.16573188210673823,-0.05709408812901003,-0.16357029448163468,-0.006116228475054231
nlf_airfoil_7097,nlf,0.08844119304582758,0.08202957623240667,0.13236828041226964,0.09465325989596211,0.1605573882652761,0.11196744652700683,-0.08827858765257762,-0.04903397219034161,-0.12476976658043709,-0.057126437144819464,-0.12676941423523203,-0.044724183647324584
nlf_airfoil_83843,nlf,0.3346700346897669,0.5981457132754796,0.21058314599687994,0.639024569069649,0.296597879501806,0.7204052026296772,-0.33776692488518584,0.03874391490430758,-0.21927359963501844,0.18299810829623755,0.001520978688261458,0.4689166895366657
nlf_airfoil_93416,nlf,0.2101700793857473,0.380034196245901,0.20874498582934795,0.1934864691225926,0.09928495162358413,0.12002442150648612,-0.09307832082593537,0.06523545785889896,-0.1876308599457054,0.054666806611084764,-0.23739825326694233,-0.07990913916676173
ft_airfoil_18673,ft,0.1922725754634529,0.26351810810000115,0.1663625302798274,0.32035364096510316,0.2252192726435892,0.2200042339383774,-0.14773575890475493,-0.11055741346584069,-0.16117192800680868,-0.08344922043287294,-0.15959982043978593,-0.02993147717530195
ft_airfoil_49815,ft,0.20134578554349536,0.29256977196220896,0.15909468282292763,0.33062422781591694,0.18295484817598684,0.246621412225458,-0.1249933563847237,-0.07631527909882259,-0.09245337551090499,-0.042055866955458536,-0.09293329010542244,0.07738046140282116
nlf_airfoil_28740,nlf,0.18598583905077176,0.34580101583975925,0.20463569859669772,0.4778546370464149,0.26757661873722266,0.17224980305277,-0.1203083699219293,-0.012560176713471705,-0.1119043536952423,-0.0288350872880717,-0.09451019602635821,-0.011401465470150475
nlf_airfoil_16373,nlf,0.1445653554378709,0.24071892966986136,0.0981409717265882,0.20473091028309445,0.0925867598577172,0.0752840663885746,-0.1684965058013676,-0.2515583093183878,-0.1575524151232389,-0.2327454175650479,-0.13012142442595848,-0.11581301836923695
ft_airfoil_4387,ft,0.17606457787885293,0.20413842867373494,0.1665497503810535,0.17082060178840625,0.07783486481035681,0.10179640886520398,-0.16276817379427663,-0.152553554008273,-0.15577303371077456,-0.15817161809904323,-0.14666191690739172,-0.19882200857046914
nlf_airfoil_43015,nlf,0.3252241844291224,0.4178609712591935,0.2529676334779286,0.42890180030369485,0.29205386598844674,0.3875277706907501,-0.27425781341258865,-0.08524548832737461,-0.3093599252452983,0.18132280586830102,0.04619300234520302,0.35360612235686584
nlf_airfoil_11210,nlf,0.09600964983020523,0.10811393753980328,0.06150560413194258,0.08749610587846007,0.05850461441319607,0.06961082741736441,-0.06739913095971217,-0.029274536633052746,-0.059036640643053015,-0.022462152246806758,-0.06673658798223667,0.009163649267711373
nlf_airfoil_29663,nlf,0.1461172795580444,0.2132242532212042,0.14354987336847871,0.2616334101855377,0.13692026149168107,0.238931524494044,-0.1109773842762078,-0.13686128969827244,-0.11454366215679203,-0.12142541385164493,-0.07580931553109276,0.14013883888011686
ft_airfoil_57295,ft,0.29339298671697006,0.5122475431089271,0.2935012918345654,0.587566546957502,0.29111837864028406,0.41795514406001927,-0.19561157650333386,-0.0437069572697054,-0.13261001379099094,-0.06984885463144672,-0.03931418623113558,-0.06990686178282746
nlf_airfoil_98704,nlf,0.08581449347279828,0.10015843691183221,0.10191528756013704,0.09878384288301295,0.1188912771391646,0.09169760511572002,-0.07246449257262258,-0.04580214786963693,-0.071612226511549,-0.03423238757044029,-0.07939042269996031,0.020467885509121757
ft_airfoil_21276,ft,0.24923660864456718,0.2793219641482958,0.2328015918292103,0.3111989214309604,0.2899896668470727,0.2407535820451415,-0.24079017349646262,-0.265176782458616,-0.2290893255294592,-0.2933774460554439,-0.28820934331363274,-0.1902183899556406
ft_airfoil_43851,ft,0.21411961802894539,0.36869458775699937,0.199601502585474,0.44069524412494065,0.18904730990867163,0.39601717922363044,-0.1511344276865902,-0.07542517812516025,-0.11603919934762519,-0.046158042994625365,-0.08132875723996447,-0.03417325478921775
ft_airfoil_44299,ft,0.1837013380410093,0.40182444293958175,0.23515313525573486,0.3648830645288094,0.23617970789523898,0.24962007495005095,-0.10494751718344483,0.07374304674573738,-0.03913065600818139,0.11413098870156185,-0.021474774974530632,0.11119162112823695
ft_airfoil_53587,ft,0.21455690646237432,0.3204724010096927,0.21660094505738298,0.3863927766202774,0.22529426049412601,0.25524441679193033,-0.1680511885178198,-0.10971651154596412,-0.1875695528309796,-0.1839541705736557,-0.16652243734192135,-0.010234315282234981
nlf_airfoil_10567,nlf,0.15873884359838156,0.3107059923386393,0.07594022990569288,0.28536469718123775,0.11051910153101692,0.23025016514541805,-0.12001991432318104,0.17716672744137796,-0.15384323059331967,0.15452622682484043,-0.09501418205086748,-0.02499877566478621
nlf_airfoil_83351,nlf,0.2743623856792244,0.40076692225311106,0.28048102216154114,0.3047516299194212,0.24818469936130153,0.20107642735694825,-0.2188113314130148,0.09006805250752414,-0.249018794615741,0.06265799957323173,-0.08030847320888934,0.02578515759968634
nlf_airfoil_21024,nlf,0.11513453673367698,0.17177426130749635,0.04306312968046341,0.2043436926631065,0.07629390208424083,0.1426887486215541,-0.09869342640261303,-0.13268121533495544,-0.06815744186257786,-0.1424123352630827,-0.06406816847873001,-0.05947387620174192
nlf_airfoil_26762,nlf,0.1667485844952167,0.33747157823633844,0.14566022399507772,0.2667235991551094,0.11024376493752915,0.2100541503170953,-0.10824640340601055,0.06744791707865441,-0.09297124031452621,0.06970415113768628,-0.018084505054778405,0.018175078279049586
nlf_airfoil_47245,nlf,0.17166783195935162,0.0690501858617725,0.13981028703277293,0.14478744719292375,0.17520753483546006,0.42328617102599464,-0.1726819242023544,-0.15593723813149452,-0.051077529519900786,-0.3384799811618995,0.05378585189581015,0.15501940752350998
ft_airfoil_55840,ft,0.24462583400472324,0.49531391657436474,0.25258121103539205,0.5362121990690976,0.3147652924990045,0.4468254482408335,-0.13805942920926428,0.036334883007490215,-0.1062872010201293,0.04249589654505469,-0.011121249767669518,0.12482353929860436
nlf_airfoil_94827,nlf,0.12522585135511677,0.1346222921870255,0.1343442379028253,0.1831652192950606,0.1411886324012017,0.2049953743274198,-0.11586479542150217,-0.12271900278189463,-0.15413864097111224,-0.1735216350055024,-0.14634409874577484,-0.18157135100412222
nlf_airfoil_31122,nlf,0.2226524121769861,0.21043079340876736,0.19868591777889194,0.38369766288962354,0.32922183373611535,0.18671871127537312,-0.14197655407573093,-0.20417063171908728,-0.12152552519141324,-0.45397462546725953,-0.17997574278020168,0.04079953061443602
ft_airfoil_24436,ft,0.1495534409048248,0.29811545917384996,0.1257926179013375,0.2930695698705531,0.19850480701004447,0.23265208039635493,-0.09560865964832506,0.07181611246132966,-0.1039990473567427,0.1669379612046915,-0.06931000012260054,0.09428494704726041
ft_airfoil_37668,ft,0.21234298999528597,0.33098984993712754,0.28040842633178953,0.30424054242204296,0.25216631773043724,0.27873843424117073,-0.14969274680730713,0.008641666685266267,-0.08765530223346497,0.06383608214374652,-0.007704168105790554,0.01221086673383046
nlf_airfoil_66581,nlf,0.2504060890080574,0.4759200860697316,0.2598122520894258,0.48814828571719215,0.5032990904864169,0.31584484996662643,-0.18220839073591616,-0.02817513259133154,-0.07877316300362125,0.1759418357002533,0.2078278396464881,0.059140509013551154
ft_airfoil_28015,ft,0.2846992898844528,0.4951668530401523,0.30433500752651377,0.567288343093848,0.2588715255146855,0.42840632413197544,-0.20372042410264266,-0.07604906542590967,-0.1536989040522463,-0.04264060022696646,-0.015648651281863598,-0.014531430505930861
ft_airfoil_38998,ft,0.14025136146252734,0.15512704798598348,0.12315037858718016,0.14895756331597476,0.12361255325762976,0.11368247848631204,-0.09563797977794414,-0.04955329697724152,-0.09872194512587582,-0.06524628823287199,-0.07945483863090379,-0.07270830098692518
nlf_airfoil_22407,nlf,0.13797314497704186,0.36436207634789886,-0.05552960299032261,0.43800375958209414,0.020732628418536778,0.2414815156816087,-0.10073361420451434,0.023691726435600167,-0.06447594386822449,-0.01209555914452249,-0.02083242780273298,-0.051748626293879676
ft_airfoil_10569,ft,0.11304276972665522,0.27585097082871185,0.1285315532425845,0.3042089767367792,0.1418449615066533,0.26358990131818355,-0.05643758166857907,0.12853006304962306,-0.04802152585163022,0.17731293716458765,-0.006088604323787147,0.16451818876840002
nlf_airfoil_45999,nlf,0.1948169720324107,0.3421009532709731,0.28145626033361687,0.42596667016226536,0.053446863836826175,0.2519834691320228,-0.11473735120322737,0.2866487960877043,0.037310295514710046,0.2048345928959344,0.08059994327554805,-0.030881359149068623
ft_airfoil_16470,ft,0.30715694717746295,0.5012501515194104,0.295926673044753,0.5287586891681862,0.26217168019238374,0.4226696195198513,-0.2239043121782655,-0.08724832936939853,-0.1840556107707947,-0.06787596901225973,-0.10455854162450927,-0.03745190828572391
ft_airfoil_25116,ft,0.11764275722150341,0.17390983413919014,0.09821030568449743,0.1609109060422578,0.07117089874435702,0.15277036039200492,-0.08739295115864383,-0.05415220194900944,-0.06353572120174668,-0.009621777127999071,-0.03674448232176464,0.04522673087066393
nlf_airfoil_76001,nlf,0.1859535244758248,0.36156488361820477,0.2538348665715885,0.3166380191406772,0.19638857866292525,0.24365157785171995,-0.12124052292976188,0.2303004733688399,0.04800346477588194,0.19330287279845812,0.1800539980157559,0.11203898282054278
nlf_airfoil_70653,nlf,0.1607359405899699,0.2185699223215633,0.1856488106043926,0.2662518220055089,0.2988155776214064,0.36182480474710504,-0.12311759925872046,-0.12543659731675974,-0.1042997133153537,-0.16722297740329276,-0.2196589296842896,-0.1447131758529119
nlf_airfoil_31045,nlf,0.12367407060332929,0.245518989017169,0.09674671275076935,0.2662566272772054,0.1541403116918033,0.21556379299920017,-0.07708091579133933,0.01062694258385568,-0.05949337367661853,0.10540420333571796,-0.03204792423692033,0.12822333002464523
nlf_airfoil_56084,nlf,0.1484048638609386,0.2053577769884855,0.1971080883838857,0.19076047404027635,0.09358001328586368,0.08176895295472915,-0.124817465207362,-0.027679884239400973,-0.1601598577208083,-0.038438625604358026,-0.13106151588564038,-0.07133594837015146
nlf_airfoil_53356,nlf,0.14322232075154087,0.23648807242499242,0.1244799136466984,0.23215749531490937,0.16013746809946253,0.15173269820859278,-0.12145569546418382,-0.019180397415572648,-0.12170936166491768,0.0003856186657084761,-0.12386149661894018,-0.028937223350639682
ft_airfoil_645,ft,0.2696774603062416,0.46493501625708933,0.2729271488679883,0.5719842326083249,0.22131931010358066,0.4771349474000295,-0.16630046177061367,-0.009605636890030383,-0.07640144943205089,0.026033559387524146,0.028865701464412433,0.13197288569014423
ft_airfoil_25265,ft,0.09652761523871488,0.11230466085257665,0.080631813880963,0.09009629797249254,0.08776824387704661,0.056186588936857976,-0.09467598173500591,-0.10964215383988377,-0.05104940765673522,-0.10968964565690978,-0.07803766515281477,-0.07202392780993
ft_airfoil_17874,ft,0.23327713074916506,0.4031971734496008,0.2566977621869453,0.4919091836952501,0.3194664015769172,0.46184345173710317,-0.12096003043647587,0.009149518385604717,-0.06377507408558158,0.03433652298012222,-0.018295902369360656,0.15494340812675858
nlf_airfoil_91319,nlf,0.11726905055595259,0.1290033488121065,0.10349749096556157,0.1528607810391676,0.10840007936810048,0.12910062683381518,-0.09407990610077069,-0.00513195758203247,-0.17332065421708728,0.004042109332215305,-0.13281555193651087,-0.04216342076634927
nlf_airfoil_37096,nlf,0.2334492869654182,0.31285784245920734,0.28145220278333505,0.3083414895167966,0.3346164470180946,0.3410366534714764,-0.22893299119063532,-0.0632355961218438,-0.11588235726219043,-0.01874444076338906,-0.011346023752754246,-0.05257184462636128
nlf_airfoil_87319,nlf,0.10541501080567305,0.11635082907358271,0.04360134428343539,0.058095066899981354,0.09050623806336641,-0.012621177582184047,-0.12543549181561148,-0.2246143939216696,-0.10747044745979294,-0.20547640774702133,-0.19886749980036186,-0.1282556557042528
ft_airfoil_23314,ft,0.2088522778764192,0.47633765839051634,0.19819396738837822,0.47358250819896996,0.22182431842223166,0.35052144189235,-0.09422528213512522,0.12023309398639451,-0.05722775671658606,0.11443672384161228,-0.03488531727115847,0.06358675797717632
nlf_airfoil_33180,nlf,0.1256913574730366,0.2010198906610044,0.07920621576455933,0.23174683974903248,0.11405548194008137,0.1834833955611741,-0.09397014016217488,-0.08655698981935848,-0.06785177436571528,-0.09897480062803735,-0.050313614974993995,0.04617067149735406
nlf_airfoil_93804,nlf,0.3145604287420759,0.5040112852808095,0.3482588338103125,0.5273660474309179,0.3888679772161724,0.5138039219646932,-0.19720655895272882,0.08447309552221643,-0.1634254897817257,0.2888754682483781,0.17750677413346533,0.33103214147304405
ft_airfoil_46662,ft,0.18181918827685062,0.3154204049428402,0.2069513308014586,0.3745921046559271,0.21458547053620525,0.2218858078692843,-0.14199912856639765,-0.12265246712437233,-0.14717665026796944,-0.13128512560590816,-0.07123978499286034,-0.06094384233909592
ft_airfoil_52356,ft,0.13878527278343247,0.26206624212407703,0.1282847773027645,0.24842397472371452,0.1157438850003184,0.1388502889482618,-0.0925985551421249,0.03996415340456723,-0.04605818848264504,0.0407660596356385,-0.03491635133337669,0.034533751723906804
nlf_airfoil_96360,nlf,0.10049901562316689,0.1226606382999369,0.0893874457344243,0.10836978313235755,0.09457087102076013,0.08700068020239855,-0.0795369392580127,-0.04118800131357275,-0.08190356773647335,-0.018648953870270518,-0.07411105849259977,0.012447326400307266
ft_airfoil_60546,ft,0.2578334627674568,0.482459504244209,0.24102091150698252,0.5824665819101408,0.2554673047459958,0.4975086438384157,-0.1587569512584173,-0.01670811490870512,-0.060437431288129576,0.046970025355923394,0.005549814880570298,0.16954323064702292
ft_airfoil_31729,ft,0.2724280484315752,0.4886270824146446,0.26575759615255345,0.578160923256169,0.3254018085178606,0.5419989147618846,-0.1537894269263315,-0.09283392692720868,-0.06241257449314262,0.02417234353156552,0.03382901133414709,0.11170535948338076
nlf_airfoil_9731,nlf,0.2044123190293558,0.2640026321485893,0.2034671943612863,0.32581602816995325,0.2331387757058598,0.23123173462320018,-0.1640829850621667,-0.05892412060428842,-0.14741967884806206,-0.057907295740473215,-0.08578023463881909,0.04913884556920516
nlf_airfoil_95210,nlf,0.09202203737688272,0.08588618925337516,0.09068314262776031,0.09564553219687617,0.09707234215464468,0.16892661956388463,-0.10775674284763545,-0.11534918090590629,-0.11852359509905458,-0.11620851083216831,-0.058634644291222796,0.03975616011854609
nlf_airfoil_94209,nlf,0.06239498315389596,0.1696819825726628,0.09348990350281443,0.2097911172629252,0.22438893917715183,0.31805330558006434,-0.0013148627344700618,0.12828162286211295,-0.02006271139414255,0.20895665680568618,0.02175052297335682,0.34845068720647177
ft_airfoil_31763,ft,0.25603420232662966,0.47886530823255835,0.2821670235707004,0.5644480915580155,0.2739982832939508,0.5109578601408473,-0.16965047107491724,-0.022855976301140293,-0.12514691670913697,0.03554120547562081,0.015301430371339953,0.13540071567634307
ft_airfoil_45766,ft,0.26193253474716105,0.34950969316854463,0.219765803360504,0.4243878569253594,0.25672083368276294,0.3098815496365572,-0.23302554019882124,-0.21805864719776913,-0.16629748292079805,-0.27685645382040475,-0.19096960444449806,-0.11014544074342635
nlf_airfoil_4366,nlf,0.22179800510646264,0.46817855035667433,0.11733464136979885,0.4927750475317684,0.2170345024666932,0.3913176247049495,-0.12444358062622915,0.016401128128646213,-0.07931636515036421,0.018954343821762157,-0.09765875069241413,-0.09968626263856521
nlf_airfoil_14335,nlf,0.22592746492426144,0.21965549050966005,0.2942115680676879,0.02273206903378131,0.21124292398281216,0.05351503130094603,-0.2157334705892699,0.07288769019696266,-0.2164329024800591,0.13019050711761188,-0.1846699123171482,-0.0026818720323339607
nlf_airfoil_8417,nlf,0.2025542963382458,0.34424571991455505,0.28536203756739725,0.3234881006578838,0.2773954529601044,0.22385878300508819,-0.18555781846228653,0.08183179925624845,-0.1650167311640789,0.111697116032449,-0.03275011661692583,0.12398715928117474
nlf_airfoil_33173,nlf,0.15492754582463175,0.2884160465023159,0.18536497438885904,0.4315737643676794,0.11765725899799301,0.3234281890388254,-0.10105029000559106,-0.1673712850459413,-0.097272641539254,-0.2155405322746074,-0.0667945049838401,0.018503001845794405
nlf_airfoil_5399,nlf,0.20245726328579364,0.41081467681780526,0.10734014471581549,0.8136659669684646,0.08674817201009513,0.18527586550757782,-0.17399485531160777,-0.08695605723058286,-0.2085852190876327,-0.18902049661953985,-0.2106192885000614,-0.028089150326771804
ft_airfoil_36522,ft,0.26874792063786324,0.24049257163126225,0.2330622188463148,0.24403107808127628,0.1972522027610365,0.17644287898085745,-0.21579428629558625,-0.15513079064755425,-0.17319940301837317,-0.23179941386954436,-0.11928801680996753,-0.14086671772533368
