airfoil_name,au0,au1,au2,au3,au4,au5,al0,al1,al2,al3,al4,al5
ag47c03,0.10822354981937884,0.18037000618478438,-0.09111694344761581,0.4660962750930035,-0.35376152076971423,0.5293209165186222,-0.08342241733963009,0.08752305746459041,-0.2673387815707508,0.4332428151285099,-0.4557614187467806,0.5252269771098914
ag47ct02r,0.1207950568375445,0.09055521878331316,0.108227588137113,0.06265508678810594,0.06536927476821953,0.0476732574147045,-0.07204822540462417,0.00012831594097199167,-0.06345052226248674,0.034551722298844983,-0.05377834626156235,0.03838520353785284
ag52,0.13487685217571346,0.18193377627566673,0.12241075268092722,0.1636274280122213,0.1370984377321447,0.12681374136109735,-0.09220148405442131,-0.0639192181627975,-0.06692416678248148,-0.022888985387804088,-0.060854115708795974,0.01257294315575581
ag53,0.13382600068206033,0.1810636299225656,0.11788833590222626,0.1601317704789435,0.13002833618991816,0.11997438172118852,-0.0894427564443679,-0.05787041762958642,-0.06318421182298603,-0.016407249772410353,-0.055774683619989246,0.01697513633333975
ag54,0.13136148386110735,0.17982834636193132,0.1079946484459425,0.15369181830688233,0.11518172354148208,0.10623485813761646,-0.08410375381558174,-0.04521531023909209,-0.05625514877427887,-0.002409317015995069,-0.046191235260792184,0.02623399179389512
ag55,0.13271467630749811,0.16384170360294464,0.10315491239979029,0.13744082133207042,0.09987304095363202,0.08797092115922962,-0.07282401931165568,-0.02098247286654989,-0.047144381926241666,0.020753920917904515,-0.03421733139032817,0.03785870782866332
ah21-7,0.1527881662571275,0.14544502431784354,0.18943853199663593,0.14885042069475554,0.25481934742366313,0.24290331207686933,-0.0960105199538234,-0.04490298485763142,-0.11061909947606582,0.027826038133729823,-0.13458176540330571,0.09629310849588081
ah21-9,0.11943963290273246,0.1114670995208307,0.15220144048097284,0.10744483051471632,0.20735937161982776,0.17899208461172256,-0.07516619932270292,-0.03306735348815967,-0.09074028897121898,0.03032141504272437,-0.11360066157161006,0.08550234088364277
ah63k127,0.14152043029460834,0.310409618360198,0.09839539177587295,0.573005317822878,0.06291101089139492,0.24322544185254338,-0.08186206455163693,-0.05665568548668559,-0.07907520254903698,-0.0321893551473638,-0.16304029682404345,0.1592956976266588
ah6407,0.14859553401340203,0.3328719288127639,0.05280253521056094,0.3904291525000869,0.13492350327424538,0.3339013418919891,-0.05873146961103665,0.05445156733630005,0.09890180756035824,0.042892574035502465,0.1836380433690345,0.06311340083280148
ah7476,0.1522409280714642,0.2896282663258583,0.11613358102817889,0.35796439181457596,0.19435233378545122,0.4145259096102532,-0.054303732968234215,0.11369786404368537,0.06758397501050117,0.09890089832933319,0.2221436259828136,0.15376617582846958
ah79100a,0.15310663494171148,0.23667558817520862,0.1867184349972447,0.22153189319422745,0.24712570076307203,0.17244940192672079,-0.10677852978120797,-0.04012564191094249,-0.10443173027421039,0.08456834452364966,0.013453906545786888,0.1553404345522335
ah79100b,0.16955111583936774,0.33658779226370655,0.19526147503915878,0.4326854855081399,0.21667320082625835,0.39628342831027497,-0.08879307563729956,0.0936266661307542,-0.1223101960464546,0.24904721478705866,-0.00044763263082014644,0.38259373526711904
ah79100c,0.1750265509361104,0.3456095368462624,0.18970521582413688,0.44544509087658957,0.2693741893223899,0.48840849996935076,-0.09835494012901967,0.07488685379411425,-0.04447473340700803,0.19371530094945205,-0.008653210919734635,0.30935271136852255
ah79k132,0.13972687791382013,0.38529171376141497,0.01834430104528778,0.6415703020483852,0.0276536279468857,0.22313669694801205,-0.11140849725078188,-0.01437770183672285,-0.16591795112678553,0.07033236686242761,-0.2997270046843074,0.12752855928869922
ah79k135,0.13812292797202647,0.3595380062145658,0.030199841387186704,0.5927550447251502,0.046745581538481226,0.1996297538522216,-0.1059917525161167,-0.061107115716209026,-0.15770058265859543,0.01775455228549935,-0.2857978223151021,0.10164893726809338
ah79k143,0.1364588694392893,0.35285867289690825,0.029521761594523493,0.6290236515982961,0.03963867617323154,0.2064819235836177,-0.12653269432961728,-0.046095411052256424,-0.2234550207345229,0.08785978514500999,-0.42911423231276363,0.14018964428532182
ah80129,0.13159585120022804,0.32322658219544337,0.17462642494955385,0.4266541707604903,0.26522086929210764,0.07984629014400607,-0.08124232223206489,-0.04283945735475107,-0.0806186069822523,-0.027321995912265702,-0.11904667740056978,-0.03091249078036508
ah80136,0.16646358877162373,0.3169253517214006,0.2330375523646952,0.3613114427607489,0.024875709266373856,0.0008074083964141731,-0.10038326000948068,-0.04749760253509716,-0.15116356428522768,-0.01066208482981438,-0.1481275504037183,-0.05756733101246316
ah80140,0.23118877435263585,0.3031042331541733,0.3744871840984582,0.20167288173640524,0.13300167528176687,0.1341600568926194,-0.14620582899201348,0.003854181973741433,-0.14860765537667092,0.02803033729098762,-0.11775422867707543,0.024216543194154748
ah81131,0.14765580994402622,0.28991366034987653,0.12180757443940093,0.4424459733827117,0.20838454667471887,-0.1025896734724804,-0.07221231777377216,-0.08611881096891441,-0.10714387581521609,-0.0880445354112518,-0.11689084894666657,-0.15841722116353585
ah81k144,0.15375571168855673,0.36115944901652547,0.1152439497088028,0.6227813439380098,0.11757614761648232,0.2029324331152665,-0.11008249902042523,-0.0673391525144314,-0.10106869765005033,-0.014262890593439837,-0.19532582676988866,0.09972350560321193
ah81k144wfKlappe,0.34968253384196185,0.5397766611391253,-0.16353361313373815,0.49123980513513077,-0.04985514647251647,0.2046368054683798,-0.26496805002023155,-0.4758175691777148,0.12089705587184113,-0.3318233794840703,0.08588059038325334,-0.13239373750913497
ah82150a,0.1442160732900833,0.34815160326477085,0.15413653744818168,0.46881173252403147,0.2198314910590943,0.2302602408123549,-0.11336520130783702,-0.09654118750378213,-0.07376727858322601,-0.18281730751165526,-0.14018861519127002,0.16338738014837367
ah82150f,0.1316757800757704,0.36488932464824675,0.13997433600625364,0.45121779525252703,0.39222526780452205,0.1694199568658287,-0.10954598669797903,-0.04662348912410613,-0.20798802943735062,0.10329907947176756,-0.4257101185071386,0.15237115626774791
ah83150q,0.2182551189134798,0.32870980416712453,0.24790422263461767,0.4386904768568334,0.18195305316030996,0.13941072302799323,-0.08640014444300595,-0.06815687538663356,-0.10987247601966278,-0.019948765857280622,-0.29110588822338535,0.1812758053314136
ah83159,0.17249335557714643,0.36061081558817243,0.18158110031764685,0.5200145149500869,0.23319500358838532,0.170816045947736,-0.09797995622395289,-0.08718681804734074,-0.13278920807268094,-0.0308077129321935,-0.33434447043733445,0.21600742004518872
ah85l120,0.1074797301403953,0.15745190328631203,0.1364529680897707,0.16889887138061904,0.2760427295142538,0.01984980215572243,-0.1074797301403953,-0.15745190328631203,-0.1364529680897707,-0.16889887138061904,-0.2760427295142538,-0.01984980215572243
ah88k130,0.14179752544848254,0.2942596069384168,0.16825935327006214,0.42429733108040407,0.31235717518457773,0.21526865003402545,-0.07606174187919865,-0.04054101574840177,-0.11475594015557955,0.018666136741200087,-0.22939672260347074,0.2230568980278942
ah88k136,0.1324260194121899,0.378447915705994,-0.021062797482271745,0.6438069330837797,0.09677763358761643,0.08538167063013888,-0.1094675897654193,-0.03627468599097573,-0.16883714540464864,0.013586756125040391,-0.2609861269644045,-0.11881571928436517
ah93156,0.1772895137545722,0.3698268376593096,0.17684331661913014,0.4739709969484548,0.28512371728606445,0.12276813824026064,-0.13691023371981212,-0.0515552655372096,-0.19249484769050285,0.05122432648209997,-0.3673872238654109,0.07866608853674521
ah93157,0.1815266360594406,0.3627888840118127,0.20376373882230767,0.43456852284024317,0.29436914055071084,0.1342117194178546,-0.13881521464748522,-0.05085854479206983,-0.19309264331024575,0.04794009355124647,-0.3634139461340776,0.07162393154467431
ah93k130,0.15167414855689632,0.3229231872352027,0.12092523622382337,0.4515024700760637,0.29932173961751934,-0.02818866549116341,-0.10802905209428365,-0.023317908873543902,-0.1269093727115146,-0.02725251868990517,-0.13137222371628698,-0.1740495805604379
ah93k131,0.15378708480539033,0.32939041370442845,0.11322065648090146,0.4777428839206368,0.24951933098517723,-0.020151269136489434,-0.10801202561495303,-0.023359154382349992,-0.12690031697011517,-0.02722999678575077,-0.13141195563413485,-0.1740776553109414
ah93k132,0.15348897783738547,0.33038277963884405,0.10763957357052564,0.4622579569050388,0.30908949322254464,-0.03861095192205565,-0.0932303185292326,-0.054344977132411695,-0.11390327318449725,-0.019865526467653345,-0.17687048093714736,-0.125573104608834
ah93w145,0.18850255702581692,0.3045786015640183,0.3064253841837209,0.3133556055132538,0.15373212931862373,0.2686436475571505,-0.1450116426067439,-0.05230026208478354,-0.13121563238005912,-0.01834216920521213,-0.13619420443176633,0.06829606742780565
ah93w174,0.21514603676113478,0.3566354710120814,0.3498870354917692,0.3399043292734723,0.16685108298594292,0.24043458607175494,-0.18637074800552522,-0.1006869849653933,-0.16211436265665902,-0.04823939746393342,-0.16297651889027556,0.143354956260843
ah93w215,0.2612442000233365,0.41251576362402775,0.2926768523432377,0.48311393250508755,0.10647755446291671,0.37182682483404705,-0.24112597501548022,-0.1673802392880211,-0.23948739323867585,-0.13898690309955655,-0.19056660046094628,-0.0004945357044080702
ah93w257,0.24809312958058816,0.3537248519014563,0.38758549043958795,0.3330442958777849,0.1867123354802996,0.25170345437824426,-0.3078744681460275,-0.3883773461925094,-0.2189034083203832,-0.5559825524902898,0.23843140457770312,-0.07061138235851577
ah93w300,0.4706597272488975,0.34222598435516427,0.4752351816311825,0.2994691239379968,0.34729840478328067,0.3134375013139956,-0.4246090228554625,-0.36146206125234015,-0.3873167103628181,-0.4172952322290354,-0.009428254275931768,-0.31653143348236645
ah93w480b,0.49174249553349275,1.2877074403312314,-1.1220039542855775,3.952064949934592,-2.904782760559677,4.887639873079662,-0.3697641838455494,-1.2477819612591554,1.5550938670995218,-4.109893736529022,3.474465458432215,-4.979418680827734
ah94145,0.21897672504131055,0.31825187261345894,0.3175663710675949,0.43967519776001646,0.2751007283721258,0.1860733208154045,-0.13722446063019478,0.01773133856272008,-0.13429866057404005,0.05144065628418535,-0.0941832607375021,0.08935949080581328
ah94156,0.17544262870866334,0.36525333668209714,0.172569426283102,0.4846193341905684,0.2590438544264648,0.16448681084607608,-0.11817579223933897,-0.05725933087819074,-0.20458655323879543,0.07763790009433177,-0.4068589222571441,0.17264702785034866
ah94w301,0.2689348125727805,0.4571483882322147,0.29089714571980085,0.5290925275085809,0.04701593498166069,0.5084759962192889,-0.4216508274746513,-0.4739219003401588,-0.31814740471894437,-0.5027381035914453,0.03155214989960392,-0.24834420038171431
ah95160,0.23629000471108746,0.3338114547043065,0.33766671333558806,0.46255540262485495,0.28928542960579423,0.1953797526568765,-0.15278982832878882,-0.007271498342674057,-0.12709359598700154,-0.021511140408582964,-0.045688920417263086,0.0233938599286137
ames01,0.17786727362016394,0.23343475650865103,0.047350739522670104,0.25683772804100713,0.16139905910079158,0.08486108736444667,-0.13058619403983016,-0.04413961715389993,-0.1524415055247169,-0.07817640956366284,-0.08829786639655728,-0.16546944341103026
ames02,0.1620137747585603,0.08389610948883222,0.09864012444694023,0.17294981685710184,0.02859552455843786,0.17395804606699689,-0.12026490049402547,-0.034513430895774216,-0.15660286082178354,-0.016314581918290216,-0.1139849347143326,-0.005706984640882567
ames03,0.16556084385296876,0.21075983343605026,0.04879652421574289,0.24158560280051694,0.25894498003530503,-0.09628189986594604,-0.11063437190928825,-0.07709647191567973,-0.09952516628114699,-0.1266598035886018,-0.08888328184933493,-0.10738681819765081
amsoil1,0.20019340556907747,0.14246806577662596,0.2378409053533682,0.23336866130500425,0.2130226689903079,0.15680244507099414,-0.1797757221861712,-0.004979149850788775,-0.161502144507162,-0.07497451602778844,-0.1149780723999788,-0.041204861865181935
amsoil2,0.19781345576771633,0.09590305135183641,0.2261828006762192,0.1870384242415229,0.20108337754844324,0.1388208882279534,-0.19032230393878127,-0.045781821812982154,-0.18831829945829565,-0.11573462795946299,-0.13658371251472354,-0.05977003176272125
apex16,0.14159588953743837,0.25000545479834774,0.19352232905585218,0.2670524927894121,0.295238310728261,0.2542655636032933,-0.09631469787366173,0.03356358546949424,-0.3632494131770343,0.13155976335090575,-0.194235479741207,0.09039269644335136
aquilasm,0.17646835410355233,0.2952310152201443,0.16817243513437904,0.2498141246175794,0.1864136610338948,0.13565616965573135,-0.07465689209097251,0.06559471239273071,-0.12759983623382098,0.1106946690414107,-0.09909022503207111,0.05566719622902836
arad10,0.2500914150759474,0.2679632617217495,0.11341261110089731,0.4055785922036974,0.037749239886426686,0.4022291006635119,-0.12419427993023735,-0.008985674904809244,0.04385697316395431,-0.1385876072627486,0.14238016511746743,-0.19176373555472054
arad13,0.30026516271621667,0.3171963912337541,0.10899318136499395,0.46160757658534995,-0.028780114977852028,0.4238556684040032,-0.15040318789593585,-0.06964683418888018,0.02031992490603486,-0.23177992414199813,0.1298860549873255,-0.278901223164852
arad20,0.3895719258464634,0.4640494346614782,0.16525609595102422,0.4997447804365654,-0.051725891522728204,0.5410175063571789,-0.17506384649081888,-0.21182307038232956,-0.016333739603539357,-0.402856798070805,0.14685689282238942,-0.38623971746027574
arad6,0.1704651704567983,0.22495193033019012,0.11350962979969001,0.3597228209221014,0.10518331042598177,0.385340810614688,-0.07464610522560876,0.07161588119846475,0.08259098982637365,0.0041642401042881905,0.1775323866492944,-0.03721073310520871
as5045,0.18136608985731248,0.2696736930915325,0.0870954953133028,0.47378615107007116,-0.045207442854246285,0.24279456107483308,-0.11929172287994975,-0.1830038113911734,-0.12052419627768145,-0.31214069292712165,-0.003822908122244865,0.031602340317807426
as5046,0.19641247085520577,0.2887409600295138,0.08618011643955215,0.5049894899317893,-0.049145443922247185,0.3100860844721952,-0.12578493465581944,-0.19444796110073204,-0.13026458673971508,-0.3329181822811735,-0.017499790596987523,-0.02008037087128812
as5048,0.21128559268337077,0.3214875039139526,0.08871970091564246,0.5918656939679956,-0.06768881631083479,0.4391958605241879,-0.1342522344989968,-0.21964491653942014,-0.1389151667708565,-0.37983620096907295,-0.03134838011625764,-0.11950741857939294
atr72sm,0.24274899684484189,0.4145807678566748,0.062885262572034,0.3281908143171033,0.19744595376314758,0.13280052732421732,-0.16862072045213775,-0.0495197217998575,-0.20609327920979065,-0.00908419726356505,-0.20545032620543696,-0.024718864568691372
august160,0.30080823595031597,0.45807550022963406,0.310101614985467,0.18377408063067324,0.2417542948359515,0.15400923643075762,-0.10424060003887098,-0.028142015748451918,-0.1301920093579612,0.034450852559657824,-0.17898545991870926,-0.01780891950637954
avistar,0.1593971814995782,0.30714558003846026,0.18267089948390522,0.30763982347069607,0.19638836120208297,0.2151849772273989,-0.19035374840263355,-0.04284501838677826,-0.22478310166102175,-0.08792168093650471,-0.07635707006754476,-0.19348191902204517
b29root,0.25092165782155773,0.36976688858514495,0.3365203540404327,0.31469633795846275,0.263661332804477,0.15231048202751823,-0.26190272133001385,-0.2061292733450364,-0.29623072352924673,-0.15756871690492516,-0.28571375974149804,-0.20487674224745717
b29tip,0.12022597357971541,0.2008227784064116,0.18784984261098914,0.14236907951069736,0.13936413871959774,0.022519599033081643,-0.09947909757746771,-0.010109245044021484,-0.11438943004753022,0.012227485892056428,-0.14257235416475175,-0.06316482314882321
b540ols,0.16424466084658093,0.12891697654242446,0.11447922644232547,0.06767381822727399,0.07994491531494936,0.07766886515034505,-0.16424466084658093,-0.12891697654242446,-0.11447922644232547,-0.06767381822727399,-0.07994491531494936,-0.07766886515034505
b707a,0.20579616935573908,0.11116174414265984,0.10900947971647422,0.05526089349201232,0.11795015260009656,0.09886313361271865,-0.17868515512104033,-0.09134688676039687,-0.37773968341518704,0.08885147423324272,-0.25415724437820386,-0.030587009386965833
b707b,0.1873138856156097,0.18478140251455277,0.07972991960850448,0.28794068997089844,0.036355048345694654,0.11953712656969238,-0.12469169736980468,-0.1180504515629969,-0.21053572817231053,-0.13569498879905104,-0.17066385825056096,-0.07860747432333362
b707c,0.1705483128046367,0.10763070544814496,0.28445180539347215,0.05712932445353393,0.24090136759733657,0.07194390067598484,-0.06655962445681096,0.02557061546380534,-0.235011923000665,0.060867459267238855,-0.17963593658618823,0.008242544783721509
b707d,0.13253400442904936,0.19186474006914594,0.11687997431193545,0.2312506714253277,0.1528614864257633,0.11290647325355782,-0.05210583583338061,0.0008697905186602767,-0.148891222246738,-0.007952286757062398,-0.10143882017169614,-0.0025939614831193363
b707e,0.11046336254342169,0.21516774642646463,0.06060218248404764,0.3031093324594986,0.07807727817940079,0.16292321144830033,-0.0826576934824368,0.03755021702925916,-0.2124107769899319,0.03489296338999101,-0.12687904293690924,-0.002541991540195257
b737a,0.43380032562108806,0.05699769020602541,0.38450528677610146,0.047913903914220325,0.2232299489182928,0.08996249514429906,-0.09663483273443849,-0.40148494858965195,0.19798463434254576,-0.49345728591131544,0.09871495974293952,-0.12221540499402575
b737b,0.29815905449607266,0.10261556388323242,0.31267837588390496,0.050849702404294594,0.2032805099919567,0.10125586976086455,-0.08115567784795451,-0.21509678635239685,-0.03561327605470099,-0.19593851884357685,-0.05390405423209771,-0.07265748418103474
b737c,0.1427785155711447,0.1684882304878073,0.16906900199674813,0.1637070479937982,0.12965336211486417,0.13243750921035596,-0.07447115589782739,-0.0194357344419228,-0.22570021743697843,0.031217162257018247,-0.18511025211244012,-0.028727699180103032
b737d,0.14332271951050965,0.20334411703750332,0.11484442629664093,0.2702784834264193,0.1214305231256739,0.13024046596647232,-0.08024854954034626,-0.024911696499422487,-0.18655872974070586,-0.078187586160455,-0.11145861171945662,-0.054241063517461476
bacj,0.1442707400986401,0.07913750438819311,0.20663056979262456,0.08100191011338069,0.2802970961739926,0.19655768057116305,-0.15422163782090825,-0.09234747044357913,-0.11463601010765073,-0.16959947711277096,-0.05860036270851156,0.15120079752379595
bacnlf,0.09265486281876768,0.1386653746081658,0.11783077332483204,0.18240074310870616,0.20133070436498618,0.2501878444298051,-0.0907410021608073,-0.09896340036631723,-0.12592945725898652,-0.16133055342095806,-0.05117311648824953,0.015387749489047605
bacxxx,0.1705724266962026,0.21358577854592375,0.12054408271728577,0.18863786107431785,0.22683122698294528,0.20672562523613844,-0.07995581285118022,-0.07867021019416981,-0.20495309501184977,-0.04475998017253682,-0.13402345764069956,-0.04913957235879249
bambino6,0.40034249153525686,0.24307422234416043,0.11564669603830666,0.8982578238178666,-0.5016300586896715,1.292353214745046,0.10025594013713206,-0.11129280714331583,-0.09774847694035783,0.5342649287791023,-0.8835650918240752,0.9241841548868946
be50,0.24681810924010328,0.17944560563786904,0.24747506834763572,0.17280635028182498,0.2080843581694017,0.239745438515559,0.028441904694726832,-0.06398817651448523,0.13421587914730868,0.022982884144143158,0.0993954454071258,0.12107021656172778
be50sm,0.14217420035677183,0.2716731932822711,0.07666305815076377,0.2745486487559623,0.14275910575472958,0.2165006073808842,-0.08794412457320057,0.047587920035832385,-0.061508254065034296,0.14505964695419918,0.01013105385055515,0.10638940691441545
boe103,0.23801932627156328,0.3044264240651828,0.1634419301980388,0.3663603812955194,0.17477213002930658,0.3048677740498406,-0.11318527193824016,-0.06105971125832946,-0.08079663875018661,-0.03996862586075085,-0.07057544305896303,-0.002415119141631305
boe106,0.20702438947924015,0.2896840729326589,0.2243751417138003,0.2745795271688386,0.24987566500835204,0.19468441710427462,-0.12230932051143721,-0.07332308831803537,-0.08151223214514408,-0.06636228081759654,-0.08715939296376844,-0.038727433519753225
bqm34,0.13891244047485093,0.11405804939032244,0.15217556448949376,0.09564088381796924,0.1341794967928484,0.04980374278934822,-0.13891244047485093,-0.11405804939032244,-0.15217556448949376,-0.09564088381796924,-0.1341794967928484,-0.04980374278934822
bw050209,0.1255719562311339,0.21924248479647607,0.1594797972887443,0.1375035865938963,0.09728841973022227,0.05244691810943157,-0.06664298811551458,-0.07023530224947608,-0.05161075489740162,-0.06998894541904685,-0.12290652581523191,-0.13820150788764746
bw3,0.1539037502799372,0.22997586352514243,0.07564509611646068,0.4721509623204816,-0.08989640735943526,0.5379819693870448,-0.12585859866215218,0.1952845207399664,0.08702269707071844,0.041545636442052405,0.26549574572779405,-0.07429592786879538
c141a,0.1925979843383678,0.12985741985812554,0.2546135114274286,0.1350082746541262,0.3189402023132809,0.2267957669324986,-0.15913043749001232,-0.11708438119012565,-0.15626418230712338,-0.15336235172732754,-0.14366793263663552,-0.13238799540637605
