Airfoil: AG455ct-02r fp19.6
 -7.12    0.81  -0.2440
 -6.06    0.91  -0.2415
 -5.04    1.00  -0.2397
 -4.02    1.10  -0.2373
 -2.99    1.19  -0.2347
 -2.12    1.26  -0.2304
 -1.10    1.25  -0.2115
  0.07    1.26  -0.1949
  1.07    1.29  -0.1837
  2.09    1.33  -0.1757
  3.11    1.38  -0.1682
  4.01    1.43  -0.1621
  5.22    1.48  -0.1542
  6.04    1.52  -0.1482
  7.17    1.57  -0.1456
  6.85    1.54  -0.1416
  5.75    1.51  -0.1488
  4.67    1.45  -0.1565
  3.70    1.42  -0.1638
  2.75    1.37  -0.1701
  1.57    1.32  -0.1789
  0.69    1.28  -0.1870
 -0.43    1.25  -0.1986
 -1.49    1.26  -0.2184
 -2.52    1.25  -0.2340
 -3.50    1.14  -0.2361
 -4.57    1.05  -0.2382
 -5.53    0.96  -0.2403
 -6.64    0.86  -0.2411
 -7.52    0.77  -0.2422
 -8.50    0.66  -0.2420
 -9.64    0.54  -0.2374
Tabulated from data in file 06799gw.dat & reduced using program C10.20

File ag455ct_fp20_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:57
