Airfoil: AG455ct-02r fn0.4
 -3.50   -0.09  -0.0445
 -4.58   -0.19  -0.0450
 -5.57   -0.30  -0.0455
 -6.53   -0.45  -0.0197
 -7.47   -0.56   0.0199
 -8.57   -0.64   0.0558
 -9.51   -0.66   0.0770
Tabulated from data in file 06727gw.dat & reduced using program C10.20

Average Reynolds #:
399969.8
Number of angles of attack:
35
 alpha  /   Cl   /  Cm
 -7.22   -0.54   0.0056
 -6.23   -0.40  -0.0357
 -5.13   -0.25  -0.0482
 -4.10   -0.15  -0.0464
 -3.21   -0.07  -0.0462
 -2.40    0.01  -0.0489
 -1.09    0.11  -0.0533
 -0.05    0.23  -0.0513
  0.91    0.33  -0.0499
  1.93    0.43  -0.0486
  2.98    0.54  -0.0476
  4.06    0.64  -0.0462
  5.11    0.75  -0.0451
  6.17    0.85  -0.0438
  7.19    0.95  -0.0423
  8.13    1.02  -0.0402
  9.15    1.10  -0.0375
 10.19    1.16  -0.0341
  9.86    1.14  -0.0351
  8.85    1.07  -0.0381
  7.86    1.01  -0.0407
  6.78    0.91  -0.0422
  5.66    0.80  -0.0441
  4.60    0.70  -0.0452
  3.59    0.60  -0.0462
  2.63    0.51  -0.0471
  1.61    0.40  -0.0482
  0.57    0.30  -0.0493
 -0.45    0.19  -0.0510
 -1.50    0.08  -0.0518
 -2.49    0.01  -0.0484
 -3.54   -0.10  -0.0452
 -4.45   -0.19  -0.0460
 -5.58   -0.30  -0.0469
 -6.57   -0.44  -0.0240
Tabulated from data in file 06731gw.dat & reduced using program C10.20

Average Reynolds #:
500541.5
Number of angles of attack:
35
 alpha  /   Cl   /  Cm
 -7.27   -0.53   0.0023
 -6.21   -0.37  -0.0407
 -5.22   -0.25  -0.0482
 -4.08   -0.14  -0.0467
 -3.07   -0.04  -0.0486
 -2.59    0.02  -0.0508
 -1.13    0.13  -0.0528
 -0.16    0.23  -0.0496
  1.06    0.34  -0.0485
  1.93    0.43  -0.0474
  3.17    0.56  -0.0465
  3.93    0.64  -0.0454
  5.19    0.75  -0.0439
  6.14    0.85  -0.0429
  7.18    0.94  -0.0414
  8.23    1.04  -0.0397
  9.21    1.12  -0.0373
 10.14    1.17  -0.0346
  9.86    1.16  -0.0354
  8.82    1.08  -0.0379
  7.71    0.99  -0.0403
  6.82    0.91  -0.0415
  5.66    0.80  -0.0431
  4.75    0.71  -0.0442
  3.62    0.60  -0.0453
  2.65    0.51  -0.0464
  1.63    0.40  -0.0470
  0.65    0.30  -0.0479
 -0.38    0.21  -0.0494
 -1.55    0.08  -0.0518
 -1.92    0.04  -0.0509
 -3.54   -0.09  -0.0462
 -4.60   -0.19  -0.0463
 -5.60   -0.29  -0.0478
 -6.56   -0.43  -0.0286
Tabulated from data in file 06729gw.dat & reduced using program C10.20

File ag455ct_f0_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:56
